tweet_preproc,sentiment
  rt yodebyangel si tú importar el patria q ser el casa de todo macri ser el cambio bastar de okay escribilo rt rt rt,neg
  uno razón mas para votar en masivamente el 6d este ser uno hecho si él atreveír a decir él antes de el elección,neu
rt ricarf0rt yo enterar que el día de el elección no haber boleta mía yo dar asco este corrupto él creer que poder cagar al puebl,neg
  rt rivasgodio ir que arrancamosse venir él venir el ola amarillo que ser multicolor xq este vo y vo tambien junto cambier,neu
  rt villarruelclau hoy córdoba ganar hoy claudio ojalá tener uno sociedad mucho masoquisto sí mi compañero tener su casa xpr,pos
  para el que cumplir hoy con nuestro hermoso país yavotemacri yavotemacri,pos
  desayunar antes de ir a votar raisinghands victoryhand faceblowingakiss c5n elecciones2015,neu
  rt emyenred voter a conciencia como pedir el papa francisco y el prepotencia macrista salio a insultar él soy1delos10votosdelpapa sci,neu
  hermoso día para fiscalizar el cambio yocambio cambiemos mauriciomacri,pos
  ciudadano preparar uno nuevo elección en cataluña,neu
  si hoy tú hacer uno turca con el de el teta de scioli ser voto cantado,neu
  rt paolucci40 el nexo de daniel scioli con el narcocomunismo ser más que evident macripresidente argentinadecidir,neu
  rt myriamsandoval1 hoyvotomacri llego el dia argentino levantatar y andar,neu
  rt infobae ser aceptar el boleta del 25 de octubre y el que no tener fecha elecciones2015,neu
  rt marcosdipalma mejorscioli comparti mucho día d campaña él que so is el mejor hombre para dirigir este hermoso pais yovotoascioli htt,pos
  ver el victoria de mauricio el derrota de el k y que kristina o amado él poner el banda presidencial a macri no tener precio hoyvotomacri,pos
  rt corcho1316 en el primero ballottage de el historia macri y scioli definir el poskirchnerismo vía lanacion,neu
  leidamarin2 ir argentino sacar el peste rojo de tu pai para que no seguir contaninar a latinoamerico si él poder,pos
  sigar adelante ni uno paso atrás el argentino no ser tibio scioli pr zannini vice x fpv x proyecto,pos
  rt telesurtv envivo edgardotlsur ser uno experiencia inédito para argentino gt,pos
  rt laupucar el esperanza ser imparable hoy cambier con macripresidente yocambio,pos
  rt infobae ser aceptar el boleta del 25 de octubre y el que no tener fecha elecciones2015,neu
  rt lauritalonso llegar llegamos argentinadecidir elecciones2015,neu
  rt forochavista tropachavista venezuela chavista apoyar a scioli argentinadecidir ganascioli mejorscioli tropaarg argentinadecidir av,pos
  rt rafaln13 faltar 28 día para el elección general en españa haber cambio o seguir todo de forma parecido 20d,neu
  hoy ir a ser uno día histórico macripresidente cambier smilingfacewithsmilingey clappinghands clappinghands clappinghands clappinghands,neu
rt ricarf0rt yo enterar que el día de el elección no haber boleta mía yo dar asco este corrupto él creer que poder cagar al puebl,neg
  rt paiestina hoy elegir nuevo presidente argentino ser cual ser su elección desear él todo él mejor al pueblo argentino mucho solidario co,pos
rt sergiofarellar el denuncia contra cfk y scioli por violar el veda ser en el página web para recibir denuncia electoral,neg
  gracias a el mil y mil de fiscal que cuidar nuestro voto y él comprometer con el cambio hoy ser el gran día elecciones2015,pos
  hoy voto a scioli que él contar,neu
  macri haber ser el autor intelectual de el muerte del fiscal no intelectual no nada tener,neg
  sciolipresidente que no él quedar mi pueblo dormido,neu
rt soysanjavierín robar boleta de cambiemos y él tirar en el calle asi no muchachos lanatappt lanataenel13,neg
  yocambio en argentina comenzar derrumbe del chavismo kirchnerismo ver 22nov h,neu
  quién estar peor que ayer video gt gt lt lt conciencia mejorscioli,neu
  aesalgadoh saludo desde venezuela y votar por macri porque ganar macri ganar venezuela ser el plaga rojo del continente,pos
  así llegar macri y scioli a el 2 vuelta mucho buen infografía de emol,pos
  humahuaca macri y moral él burlar de nuestro cultura y de nuestro   ancestro,neg
  rt marga033 scioli ganar en japón yobancoascioli domingodevictoria,pos
  rt abcdelasemán scioli vs macri en qué él parecer y en qué él diferenciar el candidato verosmink,neu
  el consultora gonzález valladares macri 56 1 y scioli 43 6 ipso marcar al líder del pro con 51 2 y scioli con 39 9,pos
  rt luisdelia macri ser uno corrupto con 214 causa y procesado mejorscioli mejorscioli,neg
  rt navarrojuguete no haber fiscal del fpv fin,neu
rt matilandolfi alperovich dar por perdido a scioli y él ser de vacación a miami tucumar otro prov devastado por el kirchnerismo,neg
  juampy991 carodiana11 sergiomassa el prontuario regresivo de mauriciomacri y el pro,neg
  según c5n ya ganar scioli uno genio elecciones2015,pos
  rt axelcostakev bien tempranito esperar para fiscalizar y cuidar el voto de el victoria de este pueblo mejorscioli sciolipresidir,neu
  rt edbuscaglia mexico estar peor que argentinar en cuanto a escala y a profundidad de penetraciòn de red criminal de estado,neg
  rt mauriciomacri el justicia tener que investigar absolutamente todo con celeridad y libertad no poder haber impunidad macrientelenoc,pos
rt lanataenel13 él filtrar mensaje de puntero k pedir a su militancia q poner varios boleta de scioli en el sobre para empiojar,neg
  monicacutaiapra ahora scioli,neu
  él que él faltar al cne ser solicitar al estado islamico isis que venir a venezuela de acompañante para el elección del 6d,neg
rt alexdorantes45 indeciso xdiosscioli no ser cfkclickea ellink y mirar quien ser macri quer uno mentiroso proce,neg
  rt ucrnacional comenzar el elección en todo el país el radical estar cuidar que él respetar el voluntad popular en cada mesa,pos
  quién estar peor que ayer video gt gt lt lt conciencia mejorscioli,neu
  scioli ganar en japón yobancoascioli domingodevictoria,pos
  hoy él fiscalizar desde temprano persongesturingok elecciones2015 yofiscalizo,neu
  abrir el comicio y argentina elegir presidente elecciones2015,pos
  argentino enfrento elección bisagro que él respetar el voluntad popular y ser uno jornada cívico ejemplar,pos
  rt kevinlioi el día más feliz ser ser y seguir ser peronista hoyganascioli queganescioli sciolipresidente,pos
  rt bracesco el fpv estar complicadísimo con el fiscal en córdoba analizar llevar gente desde el conurbano santa fe y santiago,pos
  ahora a trabajar todo el día para mejorscioli sciolipresidente,neu
  fetchev échenlo a edgardo cambier,neu
  rt sebakatz para ser campeón hoy haber que ganar cambier,pos
  rt raholaoficial decir victor hugo ninguno idea ser más poderoso q aquel a el q él haber llegar su momento mucho suerte argentino,pos
  rt manifilis arriba todo ser uno dia de sol a fiscalizar findeciklo despu de12 año él terminar el diktadura yocambio macripre,neu
rt bixicome tu aguinaldo si ganar macri,neg
  rt ecosdebosque 8 día parís cop21 frente al cambio climático cambiemos d modelo marcha mundial x el clima 29nov,neu
yovotépormassa y no yo arrepientosergiomasso ser buen gente y realmente él interesar el país él notar elecciones2015,neg
  villarruelclau usar al papa francisco ser patético hoy voto a macri por uno arg para todo y no para alguno,neu
rt aliciaspicyvery fiscal del pro herido en lamatanza uno culatazo de arma de fuego en el cabeza por evitar uno fraude cambier,neg
  rt lanataenel13 hoy argentino decir bastar a el atropello institucional al estado que perseguir a el corrupción y a el mentira viv,neg
  rt dragonesdenano mañana cambier,neu
rt pat350 a ver sberensztein que decir que el kampaña del miedo influir para bajar el voto a macri de qué él disfrazar chanta,neg
  rt casarosadaar más de 600 niño ser incorporar a el red federal de atención de anomalía congénita,neg
  rt marisafraimar elecciones2015 votar por el que tú proponer desarrollo nacional votoascioli soy1delos10voto delpapar,neu
  rt edumacchiavelli el doodle de hoy balotaje2015 buendomingo,neu
  rt genpenaloza argentino elección del domingo no ser fin del peronismo pero si uno paso importante en ese dirección peronista haber h,pos
  rt olanaranja2015 yobancoascioli mañana votar el lista 131 sciolipresidente danielscioli mejorscioli,neu
  macri no confíar en economista confíar en yo con nuevo relación laboral,neg
  rt manuelherradase micaelanavarro no poder esperar a que el pp perder el elección sino a que yo él ganer elcambioqueunir,pos
  rt ericaapi serfiscal no haber boleta de cambiemos mesa 114 eett n3 de san justo el matanza decir q él dar mucho poco,neg
  mauriciomacri grande mauricio hoy esperar con ansia saber el resultado obvio verte ganador de este cambio,pos
rt lanataenel13 reportar problema en mucho escuela del conurbano el robo de boleta de macri ser masivo en lugar como laferrerir y ba,neg
  rt gustocobo por primero vez desde el retorno de el democracia argentino no elegir a uno egresado de el universidad público,pos
  miloko inés arrimada afirmar que ciudadano preparar nuevo elección en cataluña el líder de cs en el parlamento de ca edward,pos
ser uno boludo basta jajajajajajajaj aire mabeeeel facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy,neg
el mercenario de el palabra mauro vialar este triste porque dar por descontado que gano macri,neg
  hoy cambiar argentino todo con macri yocambio yellowheart purpleheart blueheart greenheart redheart macripresidente collision collision collision hoyvotomacri redheart,pos
  rt infobae diario tapa del día clarín el nación diario popular crónico,pos
que verguencer que dar el kirchnerismo entre a votar y solo habiar boleta de scioli y macri fraudeelectoral basto de este mafia,neg
  rt veronicasforzin votar por mi futuro por argentino enplencuentro ferchodominguez equipojd dominguezjul mejosscioli,pos
  corcho1316 infobae imposible q haber empate macripresidente,neg
  rt elfalsolanata ahhhh cuantar republi a contenida en uno solo tapa cambier boludo,neg
elecciones2015 tú mentir en el cara,neg
  rt aldaboro argentino y latinoamerico frente a el derecha unidas vencer sciolipresidente cynsiempre marianoelpro él,pos
  rt connieansaldi argentino el único país que el pobre querer seguir siéndolo,pos
  maduro felicitar el instalación de misión de unasur que acompañar elección del 6d,pos
  rt pdmillesbalears el elección él inventar para que cuando uno gobierno no funcionar el gente poder cambiar él pbustinduy  l6nco,neg
  rt ciudadanoscs albertrivera este elección él ganar quien piense en españa y el español ilusiónnaranjo,pos
el sociedad él cansar del atropello hoy tener uno nuevo presidente cambiemos vialevsvialir,neg
  rt diariotalcual triunfo asegurado ex candidato sergio massa decir que el mayoría de su elector votar por macri,pos
  rt noradelucia por ma inclusión para todo hoy elegí argentino elegir danielscioli yovotoascioli scioiipresidente mejorscioli,neu
  rt lanataenel13 hoy argentino decir bastar a el atropello institucional al estado que perseguir a el corrupción y a el mentira viv,neg
  rt renatofranco691 gano daniel scioli con uno promedio de 82 contra el 28 para mauricio macri en el país donde votar,pos
  rt elmundoes ganar quien ganir argentino despedir uno época este domingo,pos
  rt jdebandi siempre adelante compañero porque el democracia él defendemo entre todo feliz jornada sciolipresidente,pos
  argentino elije entre scioli y macri al sucesor de cristina temadeldiarin,pos
  macri todavía no ganar y ya traicionar a el ucr gt gt lt lt mejorscioli,neg
  rt lanubeescapista ser q ganar macri en dio confio él pedir x argentino xq ser el suelo q amar no él dud mauricio superar a felpoder h,pos
  rt mfb1965 ser el momento ser acá ser ahorax nuestro hijo y x el hijo de mucho madre q ya no él tener x el desiria de este gob ca,neu
rt santiagodetigre en tigre el matanza y ituzaingo no parar de robarno boleta nunca mas el k trucho ladrón cambiemo yovotoamar,neg
  cerrar votación en sidney india moscú y japón ganar scioli,pos
rt humodeprimeratw todo decir macri este y scioli aquel yo tener harto él único que yo él subir ser que cada vez faltar menos para el,neg
  rt lanataenel13 hoy argentino decir bastar a el atropello institucional al estado que perseguir a el corrupción y a el mentira viv,neg
  rt raholaoficial decir victor hugo ninguno idea ser más poderoso q aquel a el q él haber llegar su momento mucho suerte argentino,pos
